bn:00000013n;Million;million_209.35;number_146.31;mathematics_61.3;long scale_53.31;real number_50.43;numeral_50.35;short scale_50.12;digit_42.17;bally_41.77;millionaire_41.31;penguin_41.11;markov_40.61;complex number_38.37;infinity_36.79
bn:00001193n;Misconduct;tort_313.85;misconduct_187.4;misrepresentation_145.04;defamation_103.13;case_87.93;liability_70.65;statement_64.44;law_63.36;whistleblower_58.49;champerty_56.78;defendant_55.12;plaintiff_52.53;libel_51.9;negligence_49.98
bn:00001203n;Acupressure;acupuncture_982.9;massage_728.1;shiatsu_256.12;therapy_252.06;tcm_233.69;acupressure_233.01;alternative medicine_228.6;treatment_227.01;medicine_213.32;cancer_193.44;pain_161.07;practitioner_149.65;qi_139.89;chinese_135.86
bn:00001204n;Acupuncture;acupuncture_2716.5;pain_1015.29;treatment_649.43;needle_421.57;chiropractic_392.57;medicine_385.85;therapy_376.62;placebo_317.76;alternative medicine_288.62;tmd_278.93;tcm_277.18;evidence_275.33;patient_251.64;cancer_240.27
bn:00001208n;Poliomyelitis;polio_2094.11;vaccine_885.5;poliovirus_624.65;virus_581.44;poliomyelitis_375.63;disease_368.59;infection_340.35;salk_269.84;vaccination_256.35;paralysis_248.5;case_221.63;enterovirus_211.59;eradication_161.96;opv_146.17
bn:00001227n;Advertising;advertising_2466.9;advertisement_1014.82;product_429.33;ad_405.19;advertiser_357.42;brand_247.28;consumer_232.04;billboard_225.87;tobacco_211.56;medium_175.92;trailer_166.94;placement_152.32;cigarette_146.24;advertise_145.8
bn:00001236n;Adage;proverb_2204.04;language_134.84;arabic_123.87;example_98.75;adage_94.52;mieder_90.26;dari_86.16;saying_83.37;phrase_70.97;word_67.33;proverbial_62.0;idiom_57.39;wellerisms_56.06;use_53.99
bn:00001252n;Adamant;adamantium_304.38;diamond_286.85;sword_221.38;adamant_207.34;golem_205.9;carbon_193.8;adamantine_167.38;dragon_119.45;graphite_113.29;adamantite_72.55;carbonado_69.04;weapon_62.47;dwarf_57.16;golems_52.62
bn:00001265n;Adaptability;adaptive_126.13;adaptability_105.11;sigma_97.73;affordance_61.47;system_37.95;socio-ecological_37.42;performance_30.53;affordances_30.17;social_30.11;process_27.86;schema_27.09;six_23.01;coping_21.48;quasispecies_20.25
bn:00001267n;Adaptation;organism_1031.54;evolution_706.96;natural selection_698.48;gene_649.0;evolutionary_527.39;trait_494.83;genetic_475.03;darwin_469.52;adaptation_456.59;specie_429.71;allele_415.48;human_368.9;mutation_367.24;population_300.8
bn:00001270n;Adapter;connector_380.82;plug_170.76;8p8c_103.6;cable_90.8;wire_85.18;adapter_81.16;voltage_77.44;modular_58.77;contact_51.46;use_51.43;electrical_49.59;pad_43.12;aptus_42.3;pin_42.23
bn:00001279n;Addendum;apostrophe_324.75;addendum_87.35;docbook_79.69;possessive_63.76;gear_56.19;specification_42.64;gerundive_38.24;pitch_35.73;tooth_35.2;plural_29.95;word_28.96;elision_28.21;use_27.95;toph_27.64
bn:00001287n;Addiction;addiction_1408.89;behavior_524.51;drug_466.07;treatment_263.53;addictive_254.01;alcohol_237.98;behavioral_226.59;δfosb_211.18;dependence_207.37;substance_186.84;accumbens_183.41;addict_179.69;impulsivity_173.31;disorder_171.3
bn:00001296n;Summation;multiplication_990.13;integer_953.6;number_774.61;sum_624.9;real number_586.04;polynomial_584.75;function_494.29;example_449.41;ring_399.3;complex number_382.51;digit_372.32;define_364.73;matrix_359.79;addition_357.7
bn:00001335n;Adenocarcinoma;tumor_1923.1;cancer_1606.41;carcinoma_1279.94;adenocarcinoma_988.3;cell_934.53;nos_787.79;malignant_612.75;prostate cancer_408.86;risk_377.7;treatment_351.76;metastasis_307.97;chemotherapy_302.31;adenoma_294.39;disease_282.32
bn:00001337n;Adenoid;tonsil_208.81;tonsillectomy_155.13;adenoid_142.84;adenoidectomy_117.58;removal_114.68;adenoids_113.71;airway_78.15;osa_73.88;excision_73.12;tissue_72.11;pharynx_71.99;sleep apnea_71.33;nasal_65.69;tonsillar_64.15
bn:00001338n;Adenoidectomy;tonsillectomy_193.49;adenoidectomy_160.16;tonsil_139.52;adenoids_109.74;adenoid_105.8;osa_85.02;ablation_81.1;sore throat_57.99;airway_57.63;sleep apnea_57.55;tonsillar_55.85;obstructive_54.95;adenoiditis_51.71;palatine tonsil_46.79
bn:00001339n;Adenoma;tumor_1101.16;nos_804.58;adenoma_706.37;carcinoma_679.86;malignant_509.23;cell_420.94;adenocarcinoma_394.56;cancer_346.38;polyp_262.15;disease_213.99;benign_210.14;lymphoma_177.06;patient_173.95;dog_170.31
bn:00001345n;Adenosine;adenosine_960.7;caffeine_898.3;receptor_691.4;effect_201.71;pathway_166.54;atp_164.17;neurotransmitter_150.17;drug_149.25;cell_136.22;tachycardia_128.3;patient_126.17;increase_125.56;signal_121.61;protein_112.74
bn:00001359n;Vasopressin;vasopressin_857.11;oxytocin_788.56;receptor_487.6;hormone_432.29;cortisol_308.17;secretion_241.31;hyponatremia_240.27;increase_237.55;hypothalamus_228.05;brain_217.8;neuron_202.12;behavior_187.46;aggression_186.54;adh_153.61
bn:00001361n;Adhesion;surface_1130.49;adhesive_622.4;adhesion_528.05;liquid_501.36;contact_396.78;surface tension_332.62;molecule_282.79;water_273.17;energy_259.41;material_243.44;coating_232.03;solid_198.78;angle_167.68;gecko_167.18
bn:00001366n;Adhesive;adhesive_1630.12;glue_962.38;bond_280.28;surface_267.54;resin_258.91;use_250.01;material_235.58;epoxy_196.48;polymer_189.11;adhesion_181.46;cure_167.16;polyurethane_151.84;henkel_151.39;epoxy resin_149.66
bn:00001389n;Overweight;obesity_990.42;fat_679.18;overweight_579.41;obese_507.57;bmi_487.5;weight_449.4;diet_339.38;diabetes_316.76;risk_299.59;cancer_252.12;increase_248.04;insulin_204.23;disease_186.71;metformin_170.24
bn:00001391n;Adit;mine_1523.13;ore_758.73;mining_610.04;adit_527.14;shaft_361.88;vein_183.23;miner_175.93;coal_171.32;uranium_140.26;deposit_134.09;tunnel_133.65;stope_128.31;pit_128.21;underground_125.83
bn:00001394n;Contiguity;memory_163.08;contiguity_123.49;contiguous_103.1;array_77.55;fragmentation_63.96;page_60.07;metonymy_50.13;datum_41.41;swap_34.67;area code_31.28;file_30.08;guthrie_29.53;ambiguity_28.04;system_26.41
bn:00001396n;Adjective;noun_3755.23;adjective_2608.38;verb_1652.08;word_994.76;plural_982.53;language_900.62;adverb_862.32;pronoun_843.22;form_740.05;masculine_692.4;feminine_637.1;singular_588.53;gender_572.3;possessive_518.91
bn:00001398n;Adjournment;quorum_295.22;motion_190.72;adjourn_153.49;congress_95.45;adjournment_73.92;dilatory_72.65;clause_55.11;habea_42.98;pocket veto_42.73;bill_42.62;house_42.55;meeting_39.99;senate_39.81;vote_36.87
bn:00001400n;Adjudication;court_439.85;adjudication_167.71;law_144.77;judge_119.11;clemmons_107.38;case_91.02;rule_80.07;tribunal_76.23;judicial_72.74;administrative law_72.63;consent decree_68.61;decision_59.56;agency_58.62;roe_57.59
bn:00001413n;Aide-de-camp;rank_579.6;officer_448.8;adjutant_413.24;aide-de-camp_324.11;sergeant_307.54;aiguillette_244.19;army_234.83;insignia_197.69;cadet_191.92;wear_142.66;aide_118.79;hitler_117.81;command_110.11;aac_96.39
bn:00001433n;Bureaucrat;bureaucrat_141.68;bureaucracy_128.99;hermes_53.28;official_43.35;taxman_42.51;bureaucratic_40.9;yamen_31.84;ncpsu_29.19;dago_26.7;salaryman_26.33;quaresma_24.33;glazyev_24.14;government_23.62;procurator_23.61
bn:00001439n;Admiral;admiral_1066.16;navy_353.28;naval_283.59;yamamoto_258.55;flag_255.03;svg_210.11;file_208.27;rank_208.1;fleet_207.71;drake_196.62;bligh_188.74;commander_175.59;command_136.19;spruance_124.2
bn:00001445n;Admiralty;admiralty_1078.54;admiral_400.82;hipper_175.49;ship_168.74;fisher_159.0;boscawen_115.56;convoy_111.07;navy_107.77;domett_98.5;naval_94.52;fleet_74.17;lord_68.08;court_66.46;royal navy_66.05
bn:00001468n;Admonition;prison_89.54;penitentiary_81.56;convict_81.02;punishment_67.55;penal_64.14;inmate_61.11;criminal_60.13;antebellum_49.72;southern_44.69;offender_42.33;edward l. ayers_40.66;discharge_39.4;crime_36.04;system_29.81
bn:00001474n;Adobe;adobe_1215.38;brick_612.76;wall_520.75;clay_233.01;building_218.87;construction_166.81;earthship_144.16;material_137.19;structure_135.31;framing_135.1;pueblo_125.57;timber_120.79;mud_115.62;use_114.97
bn:00001477n;Adobo;dish_281.55;curry_250.57;sauce_217.64;adobo_217.11;meat_191.31;chipotle_180.45;pork_166.69;cuisine_144.66;soy sauce_142.41;cook_121.76;food_120.26;chicken_119.28;spice_110.82;cumin_107.47
bn:00001478n;Adolescence;adolescent_1776.34;child_976.44;adolescence_645.14;behavior_565.52;social_399.24;adult_395.64;sexual_378.01;peer_371.36;parent_364.99;puberty_363.17;adulthood_349.64;girl_309.63;development_293.44;clique_281.71
bn:00001494n;Adoption;adoption_3142.69;child_1895.99;parent_784.81;adoptee_704.96;adopt_469.13;adoptive parent_387.94;family_287.92;birth_269.56;adoptive_225.63;orphan_209.1;orphanage_201.7;mother_185.34;biological_161.32;intercountry_160.25
bn:00001500n;Adornment;jewellery_454.52;epaulette_204.34;wear_179.52;ornament_164.9;diamond_161.44;hair_89.82;mordent_83.28;tassel_78.91;adornment_67.98;gemstone_65.36;pom-pom_61.87;bead_60.61;gold_56.9;pendant_50.56
bn:00001507n;Corticosteroid;steroid_794.21;cortisol_651.48;corticosteroid_560.45;progesterone_373.17;spironolactone_275.74;anabolic steroid_255.06;glucocorticoids_254.14;aldosterone_236.62;glucocorticoid_228.62;mineralocorticoid_227.78;asthma_215.04;effect_159.13;dose_152.14;acth_147.25
bn:00001510n;Epinephrine;epinephrine_895.78;receptor_822.04;dopamine_627.74;norepinephrine_407.33;cortisol_393.69;adrenaline_389.12;catecholamine_357.5;effect_353.48;neurotransmitter_331.17;hormone_323.43;agonist_268.32;increase_255.28;adrenergic_240.52;synephrine_240.47
bn:00001521n;Adsorption;adsorption_1503.51;surface_1359.04;adsorb_711.27;molecule_494.66;gas_492.69;carbon_283.5;adsorbent_278.42;adsorbate_266.56;liquid_242.68;protein_236.23;methane_227.87;zeolite_220.18;solid_213.66;isotherm_213.16
bn:00001525n;Adult;adult_670.76;adolescent_310.06;puberty_257.29;child_184.33;adolescence_159.93;adulthood_159.11;age_157.36;stem cell_117.84;girl_109.62;ac_86.9;woman_75.74;adhd_74.12;person_72.93;type_70.94
bn:00001530n;Woman;woman_3387.49;gender_834.93;female_608.36;geisha_508.41;man_354.67;sex_334.83;male_274.1;violence_254.73;girl_244.72;ordain_222.41;wrestler_209.91;gender role_164.41;women_158.66;sexual_152.76
bn:00001533n;Man;male_880.12;gender_869.46;female_593.38;woman_562.91;sex_531.99;man_449.65;eunuchs_267.97;sexual_252.22;kakapo_207.71;gender role_192.9;human_183.9;ipv_177.06;behavior_173.76;adolescent_171.06
bn:00001543n;Fornication;marriage_2310.98;divorce_1412.84;adultery_1225.04;rape_973.2;sex_951.07;sexual_785.42;woman_729.88;spouse_626.99;law_538.85;husband_486.41;wife_474.44;marital_355.03;sexual intercourse_326.15;man_319.57
bn:00001565n;Advent;christmas_674.91;sunday_615.41;advent_486.8;day_362.11;fast_348.95;feast_300.35;epiphany_276.94;liturgical_214.12;lent_195.59;pentecost_171.66;christ_163.43;nativity_160.97;jesus_155.58;celebrate_154.45
bn:00001572n;Adventure;adventure_506.5;camper_171.27;tintin_165.2;halliburton_149.16;cornthwaite_96.36;ondessonk_88.28;hergé_80.76;camp_80.19;adventurer_71.71;genre_62.72;vehicle simulation_50.92;indiana_48.04;osa_47.52;hero_44.64
bn:00001575n;Exploration;expedition_862.05;nansen_533.45;frémont_505.08;explorer_373.57;exploration_359.47;peary_326.15;speke_262.44;burton_256.08;livingstone_247.47;explore_232.6;champlain_228.91;amundsen_195.87;byrd_180.97;flinders_162.12
bn:00001577n;Adventurism;as-sayegh_45.4;adventurism_19.65;recklessness_16.72;iraqi_16.08;communist party_13.72;overcompensate_9.34;reckoning_7.1;reckless_6.23;daud as-sayegh_5.83;driving-force_5.6;aristotle_5.55;narcissists_5.5;bravery_5.46;party_5.38
bn:00001580n;Adverb;noun_2336.34;verb_2234.62;adjective_1967.93;adverb_1491.69;word_1146.62;form_894.23;suffix_851.44;pronoun_736.93;infinitive_646.67;language_576.16;preposition_534.99;plural_518.04;example_494.32;participle_484.46
bn:00001581n;Adverbial;verb_656.64;adverbial_337.44;adverb_333.46;participle_315.86;clause_273.98;noun_273.96;adjective_241.9;sentence_235.02;suffix_178.51;language_160.9;form_151.31;use_146.93;akkadian_136.57;adjunct_132.13
bn:00001598n;Consultant;consultant_512.21;consulting_126.42;client_120.58;expertise_104.84;management_98.11;expert_94.88;lausd_92.28;tipster_77.26;drucker_75.02;business_72.18;deloitte_71.92;firm_70.14;altran_66.51;glg_60.4
bn:00001604n;Counsel;advocate_536.35;law_470.77;solicitor_451.18;barrister_436.4;lawyer_412.58;legal_296.91;court_295.45;notary_292.77;practice_287.23;counsel_239.54;bar_193.2;attorney_163.46;legal profession_150.05;jurisdiction_134.32
bn:00001607n;Adze;adze_564.76;tool_309.9;axe_282.13;neolithic_274.56;blade_187.12;stone_173.84;use_151.71;wood_146.94;bc_143.94;timber_123.2;ice axe_117.83;cut_110.46;saw_102.15;site_96.24
bn:00001628n;Aegis;athena_493.17;armor_437.04;troilus_305.98;aegis_302.89;zeus_262.65;cuirass_189.73;weapon_180.86;gorgon_179.97;spear_172.39;medusa_168.45;goddess_152.06;breastplate_150.78;percy_148.76;shield_134.15
bn:00001653n;Impala;impala_976.87;lion_387.37;spotted hyena_321.32;cheetah_300.91;giraffe_300.82;leopard_277.71;antelope_269.78;hyena_241.21;male_232.55;prey_196.75;specie_194.59;animal_188.45;eagle_167.17;nyala_166.82
bn:00001666n;Aerialist;wallenda_308.21;circus_150.08;trapeze_102.5;liccione_101.4;hoop_90.69;walk_59.19;aerialist_52.65;act_52.44;las vegas_41.06;hula_39.3;high-wire_38.01;performer_36.6;clown_35.77;show_35.25
bn:00001676n;Aerodrome;airport_2015.82;terminal_736.7;runway_728.15;gatwick_431.11;passenger_308.46;aircraft_298.26;aerodrome_277.55;airline_207.11;jfk_186.59;flight_178.35;heliport_95.9;taxiway_91.97;landing_78.37;aviation_74.82
bn:00001679n;Aerodynamics;flow_803.0;drag_602.54;fluid_584.8;speed_550.19;aerodynamics_445.31;boundary layer_364.28;supersonic_353.94;aircraft_328.97;airfoil_324.08;wing_318.79;pressure_277.98;equation_261.8;velocity_245.6;wind tunnel_233.25
bn:00001682n;Airfoil;airfoil_1722.88;lift_1109.59;wing_995.82;flow_661.13;aircraft_617.22;drag_509.24;angle_439.88;pressure_437.39;sail_430.33;fluid_424.86;aileron_424.57;speed_380.58;flap_358.4;stall_332.72
bn:00001692n;Aeronautics;balloon_726.75;airship_464.75;flight_346.59;aeronautics_297.04;lowe_237.1;aircraft_212.85;aviation_147.26;rocket_134.58;tsiolkovsky_108.59;physic_108.53;nasa_107.14;astronautics_102.33;fly_99.49;aeronaut_97.7
bn:00001696n;Epiphyte;plant_582.17;epiphyte_361.84;tree_302.26;root_298.71;spanish moss_138.3;bromeliad_124.15;grow_120.08;epiphytic_107.74;specie_87.31;nutrient_77.36;orchid_75.96;soil_62.84;fern_57.72;flower_55.66
bn:00001697n;Airplane;aircraft_1720.67;flight_818.68;wing_572.08;fly_529.61;pilot_457.82;fighter_413.49;airplane_394.89;engine_337.69;glider_297.58;plane_280.26;airliner_273.35;design_271.73;boeing_218.25;speed_208.08
bn:00001698n;Aerosol;aerosol_1227.62;particle_1114.84;gas_286.77;droplet_278.83;liquid_273.04;spray_234.81;nebulizer_206.87;smoke_199.98;fog_176.24;surface_172.78;effect_158.27;methane_146.12;cloud_143.79;albedo_140.16
bn:00001701n;Aerospace;aerospace_906.59;aircraft_236.36;bae_191.18;industry_151.63;airline_147.29;company_134.77;systems_129.57;eads_122.99;abet_107.64;engineering_99.03;vought_81.2;airbus_75.53;boeing_72.99;aviation_70.52
bn:00001715n;Aestheticism;art_547.54;painting_456.77;ruskin_419.19;wilde_348.42;jpg_254.52;burges_253.41;whistler_249.89;artist_191.91;symbolist_172.88;blacket_157.73;work_157.58;image_156.8;aesthetic_131.5;style_131.48
bn:00001719n;Aesthetics;art_1932.65;aesthetics_898.2;aesthetic_711.18;philosophy_479.01;beauty_318.34;artist_157.65;shusterman_154.09;sublime_153.47;object_148.27;painting_130.99;theory_129.87;scruton_117.7;philosophical_116.16;kant_110.15
bn:00001729n;Etiology;prometheus_370.26;myth_273.14;philosophy_212.16;apollo_207.56;etiology_155.01;medicine_130.67;osiris_120.11;horus_116.14;zeus_114.98;osteopathic_98.82;disease_97.07;orion_89.35;physician_83.53;ritual_78.22
bn:00001735n;Affair;affair_268.56;infidelity_245.96;relationship_237.29;adultery_171.86;monroe_139.55;sexual_121.43;love_120.93;monogamy_109.35;partner_98.96;divorce_96.62;monogamous_80.64;marriage_74.71;spouse_65.69;emotional_62.13
bn:00001737n;Duel;duel_1742.04;fight_239.53;sword_227.16;fencing_204.39;pistol_140.94;dueling_130.47;rowan_122.15;challenge_100.06;honor_94.57;rapier_82.05;weapon_71.18;wound_68.2;joust_66.88;mensur_65.8
bn:00001745n;Like;like_118.72;analogy_85.18;quotative_45.94;word_31.58;speech_23.99;colloquial_20.55;california_19.14;english_18.28;discourse_16.23;use_16.02;vowel_14.12;usage_14.0;analogical_13.66;compare_12.78
bn:00001752n;Affidavit;court_556.43;notary_552.86;affidavit_469.04;evidence_275.68;case_255.6;notary public_247.96;oath_184.83;justice_127.03;witness_125.87;trial_118.66;motion_114.93;state_112.99;rule_109.1;defendant_108.01
bn:00001777n;Affix;verb_1697.75;noun_1593.76;suffix_1365.42;word_877.67;prefix_796.57;language_727.96;affix_673.87;vowel_604.93;plural_454.35;adjective_418.15;consonant_368.38;morpheme_348.56;pronoun_338.71;singular_320.57
bn:00001787n;Tributary;tributary_149.09;romania_61.05;river_57.33;reference_24.06;fork_9.94;flow_8.3;distributary_7.69;stream_7.55;order_6.42;stem_6.05;mouth of the river_5.71;main_5.68;right_5.61;steer creek_5.59
bn:00001788n;Afforestation;forest_827.53;forestry_331.59;tree_321.68;afforestation_268.52;soil_258.13;deforestation_256.23;carbon_207.25;plant_162.43;emission_112.21;area_110.97;land_106.76;tiger_106.72;offset_101.15;biodiversity_94.51
bn:00001793n;Panic;fear_334.43;benzodiazepine_164.49;panic_109.3;anxiety_102.43;rebt_80.81;shyness_71.76;pheromone_67.87;amygdala_63.13;alarm_60.9;symptom_60.64;rat_59.55;popobawa_57.49;scopophobia_57.09;depersonalization_50.01
bn:00001794n;Insult;abuse_123.07;insult_115.09;taunt_68.93;person_47.28;baka_44.37;haddock_43.29;humiliation_31.68;backhanded_26.13;insulting_22.98;tintin_21.76;pravic_21.74;bdsm_21.26;hergé_20.84;exhibitionism_20.47
bn:00001810n;Aflatoxin;aflatoxin_554.96;mycotoxin_371.73;peanut_253.54;food_251.57;mold_211.54;fungus_173.83;aspergillus_166.77;exposure_144.82;flavus_139.28;cancer_130.64;sorghum_121.25;carcinogen_112.28;almond_101.91;toxic_90.05
bn:00001844n;Khat;khat_552.63;yemen_410.62;somali_181.22;yemeni_140.3;stimulant_132.6;areca nut_120.79;amphetamine_114.89;drug_114.69;chew_106.06;sana'a_105.82;dea_101.59;icu_94.79;cathinone_93.45;betel_74.95
bn:00001851n;Afrikaans;afrikaans_2220.74;dutch_943.51;south african_324.06;language_321.42;english_254.22;south africa_253.74;sabc_214.32;dialect_141.62;word_138.31;speak_95.86;jonker_94.1;boer_83.49;afrikaner_80.34;afrikaners_75.15
bn:00001852n;Afrikaner;boer_2908.14;british_857.75;south africa_761.44;afrikaner_714.77;transvaal_670.49;afrikaans_539.0;south african_500.02;afrikaners_430.26;orange free state_371.76;cape colony_351.28;cape_333.61;natal_291.69;dutch_247.7;smuts_239.55
bn:00001854n;Afro;hair_1497.16;hairstyle_366.93;afro_346.37;wear_271.39;african-american_192.52;fashion_163.27;woman_162.89;style_157.06;black_148.24;african_117.07;afro-textured_94.45;popular_79.36;1960s_70.06;dress_64.7
bn:00001861n;Stern;ship_794.33;stern_654.62;vessel_442.24;boat_397.86;hull_390.84;deck_302.47;galley_274.6;sail_271.49;bow_212.55;transom_207.62;oar_197.14;dory_178.84;proa_173.56;mast_125.61
bn:00001863n;Afterburner;engine_1763.82;thrust_1072.54;aircraft_848.7;nozzle_632.79;turbine_579.76;afterburner_537.94;turbofan_523.32;supersonic_518.11;compressor_441.39;speed_433.87;concorde_396.6;fuel_382.08;flight_377.04;jet engine_374.1
bn:00001869n;Afterglow;light_124.08;sunset_99.82;sun_89.3;sunrise_69.32;horizon_63.62;refraction_57.82;optical phenomenon_55.14;afterglow_50.6;cloud_46.53;sky_45.75;lens_40.13;ray_39.48;optic_36.25;earth_35.29
