"Reference","Sentence"
"en.wikipedia.org","<s> It is therefore possible for energy to be released if a heavy nucleus breaks apart into two lighter ones. </s>"
"en.wikipedia.org","<s> If the player who breaks fails to make a legal break, the opponent can either demand a re-rack and become the breaker, or continue to play as if it had been an ordinary foul, depending upon the rules of the event. </s>"
"en.wikipedia.org","<s> Once the impulse is sent, the enzyme acetylcholinesterase immediately breaks down the acetylcholine in order to allow the muscle or organ to relax. </s>"
"en.wikipedia.org","<s> Stephenson argues that people continue to buy the station wagon despite free tanks being given away, because people do not want to learn how to operate a tank; they know that the station wagon dealership has a machine shop that they can take their car to when it breaks down. </s>"
"en.wikipedia.org","<s> The German chemist Ida Noddack notably suggested in print in 1934 that instead of creating a new, heavier element 93, that ""it is conceivable that the nucleus breaks up into several large fragments."" However, Noddack''s conclusion was not pursued at the time. </s>"
"en.wikipedia.org","<s> The high pressure water breaks up or ""fracks"" the shale, which releases the trapped gas. </s>"
"en.wikipedia.org","<s> When a heavy atom undergoes nuclear fission it breaks into two or more fission fragments. </s>"
"en.wikipedia.org","<s> The enzyme cathepsin K breaks down type-I collagen protein, an important constituent in bones. </s>"
"en.wikipedia.org","<s> Off spin is generally considered less difficult to play than leg spin, as off breaks typically spin less than leg breaks, and do not generally possess the same loopy, potentially deceptive flight. </s>"
"en.wikipedia.org","<s> He is still not completely aware of his own strength and almost invariably breaks any door he ""gently"" knocks on. </s>"
"en.wikipedia.org","<s> When Gray, who has a ""face like ivory and rose leaves"", sees his finished portrait, he breaks down. </s>"
"en.wikipedia.org","<s> Wilde''s final address was at the dingy Hôtel d''Alsace (now known as L''Hôtel), in Paris; ""This poverty really breaks one''s heart: it is so ""sale"", so utterly depressing, so hopeless. </s>"
"en.wikipedia.org","<s> Also, when ozone breaks down to dioxygen it gives rise to oxygen free radicals, which are highly reactive and capable of damaging many organic molecules. </s>"
"en.wikipedia.org","<s> Luis believes she loves him and lies to Walter, but, when confronted, a fight breaks out and Luis shoots Walter. </s>"
"en.wikipedia.org","<s> Following her torture session, the Slave Girl breaks free and becomes the fifth dancer of the night. </s>"
"en.wikipedia.org","<s> The final author of the Book of Omni and the Small Plates of Nephi, Amaleki, breaks this general rule. </s>"
"en.wikipedia.org","<s> One theory breaks it down into an element meaning ""husband"" or ""lord"" (Greek (""posis""), from PIE ""*pótis"") and another element meaning ""earth"" ( (""da""), Doric for (""gē"")), producing something like lord or spouse of ""Da"", i.e. of the earth; this would link him with Demeter, ""Earth-mother."" Walter Burkert finds that ""the second element ""da-"" remains hopelessly ambiguous"" and finds a ""husband of Earth"""
"en.wikipedia.org","<s> In contrast, the second ionization energy is very high (3052 kJ/mol), because removal of two electrons breaks the stable noble gas electronic configuration (the configuration of the inert argon). </s>"
"en.wikipedia.org","<s> During the fourth part of the Seder, called ""Yachatz"", the leader breaks the middle piece of matzo into two. </s>"
"en.wikipedia.org","<s> The reactions that produce oil and natural gas are often modeled as first order breakdown reactions, where hydrocarbons are broken down to oil and natural gas by a set of parallel reactions, and oil eventually breaks down to natural gas by another set of reactions. </s>"
"en.wikipedia.org","<s> This is a microscopic piece of disc material that breaks off and becomes lodged in a spinal artery. </s>"
"en.wikipedia.org","<s> The DSM breaks specific phobias into five subtypes: animal, natural environment, blood-injection-injury, situational, and other. </s>"
"en.wikipedia.org","<s> Hence, conservation of momentum (or equivalently, translational invariance) requires that at least two photons are created, with zero net momentum. (However, it is possible if the system interacts with another particle or field for annihilation to produce one photon, as when a positron annihilates with a bound atomic electron, it is possible for only one photon to be emitted, as the nuclear Coulomb field breaks translational symmetry.) The energy of the two photons, or, equivalently, their frequency, may be determined from conservation of four-momentum. </s>"
"en.wikipedia.org","<s> Unlike the photon, these gauge bosons have mass, owing to a mechanism that breaks their SU(2) gauge symmetry. </s>"
"en.wikipedia.org","<s> The classical definition breaks down when confronted with the continuous case. </s>"
"en.wikipedia.org","<s> The buffer tank breaks the energy of the liquid slug, smoothes any fluctuations in the incoming flow and acts as a sand trap. </s>"
"en.wikipedia.org","<s> The resulting scission breaks the original polymer into segments of lower molecular weight, which are more readily dissolved in a solvent, or else releases other chemical species (acids) which catalyze further scission reactions (see the discussion on chemically amplified resists below). </s>"
"en.wikipedia.org","<s> Here the ship sails forward as the sun breaks free of clouds low on the horizon. </s>"
"en.wikipedia.org","<s> In particular, the protecting genes are expressed (used to make a protein) and the expressed protein either breaks down the antibiotics or prevents it from inhibiting certain bacterial pathways. </s>"
"en.wikipedia.org","<s> The iridescence that pearls display is caused by the overlapping of successive layers, which breaks up light falling on the surface. </s>"
"en.wikipedia.org","<s> If the pole breaks during the execution of a vault, it is considered an equipment failure and is ruled a non-jump, neither a make nor a miss. </s>"
"en.wikipedia.org","<s> The ""mole plough"" or ""subsoiler"" allows underdrainage to be installed without trenches, or it breaks up deep impermeable soil layers that impede drainage. </s>"
"en.wikipedia.org","<s> The playwright of this pageant breaks away from the traditional style of religious medieval drama and relies heavily on the works of Plautus. </s>"
"en.wikipedia.org","<s> It is common in cancer patients who often have background pain that is generally well-controlled by medications, but who also sometimes experience bouts of severe pain that from time to time "" breaks through"" the medication. </s>"
"en.wikipedia.org","<s> By the time the mother breaks open the entrance to the den, her cubs weigh about . For about 12 to 15 days, the family spends time outside the den while remaining in its vicinity, the mother grazing on vegetation while the cubs become used to walking and playing. </s>"
"en.wikipedia.org","<s> While HCl fumes can also pose a health hazard in their own right, HCl dissolves in moisture and breaks down onto surfaces, particularly in areas where the air is cool enough to breathe, and is not available for inhalation. </s>"
"en.wikipedia.org","<s> Measurement of pH below about 2.5 (ca. 0.003 mol dm−3 acid) and above about 10.5 (ca. 0.0003 mol dm−3 alkali) requires special procedures because, when using the glass electrode, the Nernst law breaks down under those conditions. </s>"
"en.wikipedia.org","<s> The 45 minutes choral work is based on the writings of Indian Spiritual leader Sri Ramakrishna, which seem ""to have genuinely inspired and revived the composer out of his old formulas to write something fresh"", as one critic remarked, whereas another noted that ""The musical style breaks little new ground for Glass, except for the glorious Handelian ending (...) the ""composer''s style ideally fits the devotional text"". </s>"
"en.wikipedia.org","<s> In digestion of food, digestive enzymes may be released into the environment for extracellular digestion whereby proteolytic cleavage breaks down proteins into smaller peptides and amino acids so that they may be absorbed and used by an organism. </s>"
